Drug Name,Cell Line Name,TCGA Classification,IC50 (uM)
BAY-61-3606,CAL-12T,UNCLASSIFIED,-0.619859277
BAY-61-3606,CAL-148,BRCA,3.162874785
BAY-61-3606,CAL-27,HNSC,1.467772174
BAY-61-3606,CAL-29,BLCA,2.747579772
BAY-61-3606,CAL-33,HNSC,2.267469891
BAY-61-3606,CAL-39,CESC,1.145491898
BAY-61-3606,CAL-51,BRCA,1.296949563
BAY-61-3606,CAL-54,KIRC,2.868912686
BAY-61-3606,CAL-62,THCA,2.484517985
BAY-61-3606,CAL-72,UNCLASSIFIED,5.081256296
BAY-61-3606,CAL-78,UNCLASSIFIED,4.887432464
BAY-61-3606,CAL-85-1,BRCA,1.481504314
BAY-61-3606,CAMA-1,BRCA,4.154321332
BAY-61-3606,CAPAN-1,PAAD,1.455060689
BAY-61-3606,CAPAN-2,PAAD,3.995777002
BAY-61-3606,CAS-1,GBM,1.343253233
BAY-61-3606,CCK-81,COREAD,2.702500911
BAY-61-3606,CCRF-CEM,ALL,0.725879172
BAY-61-3606,CESS,LAML,0.449656545
BAY-61-3606,CFPAC-1,PAAD,2.013949729
BAY-61-3606,CGTH-W-1,THCA,0.969269461
BAY-61-3606,CHL-1,SKCM,0.624592971
BAY-61-3606,CHP-126,NB,1.812171581
BAY-61-3606,CHP-212,NB,1.956393731
BAY-61-3606,CHSA0011,UNCLASSIFIED,3.563738389
BAY-61-3606,CHSA0108,UNCLASSIFIED,3.732619766
BAY-61-3606,CHSA8926,UNCLASSIFIED,5.215470967
BAY-61-3606,CL-11,COREAD,5.211708588
BAY-61-3606,COLO-205,COREAD,0.826867284
BAY-61-3606,COLO-320-HSR,COREAD,0.968870158
BAY-61-3606,COLO-668,SCLC,2.186897109
BAY-61-3606,COLO-678,COREAD,3.568895035
BAY-61-3606,COLO-679,SKCM,3.12896216
BAY-61-3606,COLO-680N,ESCA,2.495226588
BAY-61-3606,COLO-684,UCEC,1.480802552
BAY-61-3606,COLO-783,SKCM,4.807736935
BAY-61-3606,COLO-792,SKCM,5.035655671
BAY-61-3606,COLO-800,SKCM,3.337928792
BAY-61-3606,COLO-824,BRCA,2.478777845
BAY-61-3606,COLO-829,SKCM,5.457062532
BAY-61-3606,COR-L105,LUAD,0.768207414
BAY-61-3606,COR-L23,UNCLASSIFIED,0.936949725
BAY-61-3606,COR-L88,SCLC,4.184110449
BAY-61-3606,COR-L95,SCLC,3.170017257
BAY-61-3606,CP50-MEL-B,SKCM,2.171771423
BAY-61-3606,CP66-MEL,SKCM,4.920239111
BAY-61-3606,CPC-N,SCLC,2.429079192
BAY-61-3606,CS1,UNCLASSIFIED,1.307751747
BAY-61-3606,CTB-1,DLBC,2.024050672
BAY-61-3606,CTV-1,LAML,0.452693181
BAY-61-3606,CW-2,COREAD,5.435938478
BAY-61-3606,Ca-Ski,CESC,1.621343672
BAY-61-3606,Ca9-22,HNSC,0.930361332
BAY-61-3606,CaR-1,COREAD,4.554240541
BAY-61-3606,Calu-3,LUAD,3.053629501
BAY-61-3606,Calu-6,LUAD,2.009612801
BAY-61-3606,Caov-3,OV,3.206828406
BAY-61-3606,Caov-4,OV,4.117890259
BAY-61-3606,ChaGo-K-1,UNCLASSIFIED,3.877494654
BAY-61-3606,D-263MG,GBM,4.053832168
BAY-61-3606,D-283MED,MB,2.283012383
BAY-61-3606,D-392MG,GBM,2.60929536
BAY-61-3606,D-423MG,GBM,1.199379143
BAY-61-3606,D-502MG,LGG,4.27366472
BAY-61-3606,D-542MG,GBM,5.433147298
BAY-61-3606,D-566MG,GBM,0.753335244
BAY-61-3606,DAN-G,PAAD,4.307862487
BAY-61-3606,DB,DLBC,1.913701497
BAY-61-3606,DBTRG-05MG,GBM,2.112355624
BAY-61-3606,DEL,UNCLASSIFIED,0.997756364
BAY-61-3606,DG-75,UNCLASSIFIED,3.490888486
BAY-61-3606,DJM-1,UNCLASSIFIED,4.656947504
BAY-61-3606,DK-MG,GBM,2.077249215
BAY-61-3606,DMS-114,SCLC,3.549572439
BAY-61-3606,DMS-273,SCLC,0.962987024
BAY-61-3606,DMS-53,SCLC,4.937631062
BAY-61-3606,DMS-79,SCLC,4.212583993
BAY-61-3606,DND-41,ALL,0.370734072
BAY-61-3606,DOHH-2,DLBC,0.800841394
BAY-61-3606,DOK,HNSC,5.78246842
BAY-61-3606,DSH1,BLCA,4.408509306
BAY-61-3606,DU-145,PRAD,1.743210046
BAY-61-3606,DU-4475,BRCA,0.762918463
BAY-61-3606,Daoy,MB,2.401166614
BAY-61-3606,Daudi,UNCLASSIFIED,-0.459402819
BAY-61-3606,Detroit562,HNSC,1.445559825
BAY-61-3606,DoTc2-4510,CESC,0.148812582
BAY-61-3606,EB-3,UNCLASSIFIED,1.127952382
BAY-61-3606,EB2,UNCLASSIFIED,-0.090827266
BAY-61-3606,EBC-1,LUSC,3.035448502
BAY-61-3606,EC-GI-10,ESCA,4.730403349
BAY-61-3606,ECC10,UNCLASSIFIED,0.023432831
BAY-61-3606,EFM-19,BRCA,4.702332088
BAY-61-3606,EFM-192A,BRCA,-0.62160456
BAY-61-3606,EFO-21,OV,2.968682507
BAY-61-3606,EFO-27,UNCLASSIFIED,0.831622613
BAY-61-3606,EHEB,Unknown,1.305341512
BAY-61-3606,EJM,MM,2.054133525
BAY-61-3606,EKVX,LUAD,3.312065682
BAY-61-3606,EM-2,LCML,2.436100012
BAY-61-3606,EN,UCEC,2.667819735
BAY-61-3606,EPLC-272H,LUSC,1.368277767
BAY-61-3606,ES-2,UNCLASSIFIED,3.081665577
BAY-61-3606,ES1,UNCLASSIFIED,0.82093419
BAY-61-3606,ES4,UNCLASSIFIED,0.260101896
BAY-61-3606,ES5,UNCLASSIFIED,1.890526197
BAY-61-3606,ES6,UNCLASSIFIED,0.308640262
BAY-61-3606,ES7,UNCLASSIFIED,0.186008832
BAY-61-3606,ES8,UNCLASSIFIED,1.51438448
BAY-61-3606,ESS-1,UNCLASSIFIED,1.30998582
BAY-61-3606,ETK-1,UNCLASSIFIED,2.061182706
BAY-61-3606,EVSA-T,BRCA,3.652722892
BAY-61-3606,EW-1,UNCLASSIFIED,0.245882895
BAY-61-3606,EW-11,UNCLASSIFIED,2.048675948
BAY-61-3606,EW-13,UNCLASSIFIED,0.668919778
BAY-61-3606,EW-16,UNCLASSIFIED,0.537872171
BAY-61-3606,EW-18,UNCLASSIFIED,1.501360573
BAY-61-3606,EW-24,UNCLASSIFIED,3.242818232
BAY-61-3606,EW-3,UNCLASSIFIED,1.664443586
BAY-61-3606,EW-7,UNCLASSIFIED,0.64779407
BAY-61-3606,EoL-1-cell,UNCLASSIFIED,-1.090328465
BAY-61-3606,FADU,HNSC,3.348161485
BAY-61-3606,FTC-133,THCA,3.592482347
BAY-61-3606,FU-OV-1,OV,1.049786029
BAY-61-3606,FU97,STAD,2.220391601
BAY-61-3606,Farage,DLBC,-0.246238926
BAY-61-3606,G-292-Clone-A141B1,UNCLASSIFIED,2.877918655
BAY-61-3606,G-361,SKCM,0.85559033
BAY-61-3606,G-401,UNCLASSIFIED,1.291526166
BAY-61-3606,G-402,UNCLASSIFIED,1.400488121
BAY-61-3606,G-MEL,SKCM,0.40222439
BAY-61-3606,GAK,SKCM,3.428135457
BAY-61-3606,GAMG,LGG,3.291053103
BAY-61-3606,GB-1,GBM,0.992906131
BAY-61-3606,GCIY,STAD,4.803383654
BAY-61-3606,GCT,UNCLASSIFIED,-0.481261377
BAY-61-3606,GDM-1,LAML,-0.366658656
BAY-61-3606,GI-1,LGG,1.677934044
BAY-61-3606,GI-ME-N,NB,2.635380116
BAY-61-3606,GOTO,NB,1.414251925
BAY-61-3606,GP5d,COREAD,2.249557583
BAY-61-3606,GR-ST,ALL,1.464704523
BAY-61-3606,GRANTA-519,DLBC,2.912016637
BAY-61-3606,H-EMC-SS,UNCLASSIFIED,1.363047988
BAY-61-3606,H3255,LUAD,1.886503102
BAY-61-3606,H4,LGG,1.825827445
BAY-61-3606,H9,UNCLASSIFIED,2.103518234
BAY-61-3606,HA7-RCC,KIRC,3.085038883
BAY-61-3606,HAL-01,ALL,1.52535702
BAY-61-3606,HARA,LUSC,2.500849279
BAY-61-3606,HC-1,UNCLASSIFIED,-0.216630344
BAY-61-3606,HCC-15,LUSC,4.823947924
BAY-61-3606,HCC-33,SCLC,2.654699415
BAY-61-3606,HCC-44,LUAD,0.614172587
BAY-61-3606,HCC-78,LUAD,0.72288151
BAY-61-3606,HCC-827,LUAD,3.275177219
BAY-61-3606,HCC1187,BRCA,2.308461304
BAY-61-3606,HCC1395,BRCA,1.909452945
BAY-61-3606,HCC1419,BRCA,4.656071334
BAY-61-3606,HCC1428,BRCA,4.881489268
BAY-61-3606,HCC1500,BRCA,3.976983082
BAY-61-3606,HCC1569,BRCA,1.891949108
BAY-61-3606,HCC1599,BRCA,1.083523483
BAY-61-3606,HCC1806,UNCLASSIFIED,2.42707164
BAY-61-3606,HCC1937,BRCA,3.751494834
BAY-61-3606,HCC1954,BRCA,3.6020227
BAY-61-3606,HCC202,BRCA,1.952437361
BAY-61-3606,HCC2157,BRCA,2.241249842
BAY-61-3606,HCC2218,BRCA,2.767625009
BAY-61-3606,HCC2998,COREAD,1.624214572
BAY-61-3606,HCC38,BRCA,3.92714495
BAY-61-3606,HCC70,BRCA,0.932336228
BAY-61-3606,HCE-4,ESCA,1.392688125
BAY-61-3606,HCT-116,COREAD,1.33064475
BAY-61-3606,HCT-15,COREAD,1.433335613
BAY-61-3606,HDLM-2,UNCLASSIFIED,1.970554905
BAY-61-3606,HDQ-P1,BRCA,3.19589365
BAY-61-3606,HEC-1,UCEC,1.784753296
BAY-61-3606,HEL,LAML,0.320495693
BAY-61-3606,HGC-27,STAD,0.60575061
BAY-61-3606,HH,UNCLASSIFIED,2.389865226
BAY-61-3606,HL-60,LAML,2.045533621
BAY-61-3606,HLE,LIHC,0.905245802
BAY-61-3606,HMV-II,SKCM,0.060802977
BAY-61-3606,HO-1-N-1,HNSC,4.066264792
BAY-61-3606,HO-1-u-1,HNSC,1.220461276
BAY-61-3606,HOP-62,LUAD,0.964019436
BAY-61-3606,HOP-92,UNCLASSIFIED,2.543492517
BAY-61-3606,HOS,UNCLASSIFIED,1.130038235
BAY-61-3606,HPAC,PAAD,2.339305498
BAY-61-3606,HPAF-II,PAAD,4.138115734
BAY-61-3606,HSC-2,HNSC,1.324124071
BAY-61-3606,HSC-3,HNSC,1.834711789
BAY-61-3606,HSC-39,STAD,4.067855334
BAY-61-3606,HSC-4,HNSC,2.490328421
BAY-61-3606,HT,DLBC,1.65762404
BAY-61-3606,HT-1080,UNCLASSIFIED,1.179685321
BAY-61-3606,HT-115,COREAD,3.353825893
BAY-61-3606,HT-1197,BLCA,2.98562325
BAY-61-3606,HT-1376,BLCA,2.049695288
BAY-61-3606,HT-144,SKCM,1.382470944
BAY-61-3606,HT-29,COREAD,1.115967844
BAY-61-3606,HT-3,CESC,3.058431754
BAY-61-3606,HT55,COREAD,4.054226715
BAY-61-3606,HTC-C3,THCA,2.597288604
BAY-61-3606,HeLa,CESC,2.131022787
BAY-61-3606,Hep3B2-1-7,LIHC,0.860447545
BAY-61-3606,Hs-445,UNCLASSIFIED,-0.159529972
BAY-61-3606,Hs-578-T,BRCA,3.60401867
BAY-61-3606,Hs-633T,UNCLASSIFIED,0.556836237
BAY-61-3606,Hs-683,LGG,2.037968498
BAY-61-3606,Hs-766T,PAAD,3.392246352
BAY-61-3606,Hs-939-T,SKCM,3.280812507
BAY-61-3606,Hs-940-T,SKCM,1.092620086
BAY-61-3606,HuCCT1,UNCLASSIFIED,1.978071548
BAY-61-3606,HuH-7,LIHC,2.528808795
BAY-61-3606,HuO-3N1,UNCLASSIFIED,2.121083107
BAY-61-3606,HuO9,UNCLASSIFIED,3.29590293
BAY-61-3606,HuP-T3,PAAD,3.014718276
BAY-61-3606,HuP-T4,PAAD,1.884231607
BAY-61-3606,HuTu-80,UNCLASSIFIED,0.58665972
BAY-61-3606,IA-LM,UNCLASSIFIED,1.11258239
BAY-61-3606,IGR-1,SKCM,1.13598852
BAY-61-3606,IGR-37,SKCM,1.704359901
BAY-61-3606,IGROV-1,OV,1.094139472
BAY-61-3606,IHH-4,THCA,-0.663958254
BAY-61-3606,IM-9,MM,1.867871617
BAY-61-3606,IM-95,STAD,0.652085953
BAY-61-3606,IMR-5,NB,1.661027478
BAY-61-3606,IPC-298,SKCM,1.971027699
BAY-61-3606,IST-MEL1,SKCM,1.538977823
BAY-61-3606,IST-MES1,MESO,3.815760754
BAY-61-3606,IST-SL1,SCLC,1.923210239
BAY-61-3606,IST-SL2,SCLC,0.532239887
BAY-61-3606,J82,BLCA,0.271384474
BAY-61-3606,JAR,UNCLASSIFIED,4.49100185
BAY-61-3606,JEG-3,UNCLASSIFIED,3.547921326
BAY-61-3606,JHH-1,LIHC,4.707697078
BAY-61-3606,JHH-2,LIHC,4.299237637
BAY-61-3606,JHH-4,LIHC,2.283265457
BAY-61-3606,JHH-6,LIHC,1.685059783
BAY-61-3606,JHH-7,LIHC,1.113065347
BAY-61-3606,JHU-011,HNSC,1.584237193
BAY-61-3606,JHU-022,HNSC,5.14479122
BAY-61-3606,JHU-029,HNSC,1.39268411
BAY-61-3606,JIMT-1,BRCA,1.499226129
BAY-61-3606,JJN-3,MM,1.181883975
BAY-61-3606,JM1,DLBC,1.067024254
BAY-61-3606,JSC-1,DLBC,0.914879061
BAY-61-3606,JURL-MK1,LCML,1.762225609
BAY-61-3606,JVM-2,CLL,3.747936513
BAY-61-3606,JVM-3,CLL,3.726396549
BAY-61-3606,JiyoyeP-2003,UNCLASSIFIED,0.474260146
BAY-61-3606,K-562,LCML,3.471253704
BAY-61-3606,K2,SKCM,2.759028806
BAY-61-3606,K5,THCA,1.45345146
BAY-61-3606,KALS-1,LGG,2.754071328
BAY-61-3606,KARPAS-231,UNCLASSIFIED,0.422112087
BAY-61-3606,KARPAS-299,UNCLASSIFIED,2.949189541
BAY-61-3606,KARPAS-422,DLBC,1.111679682
BAY-61-3606,KARPAS-45,ALL,0.704197992
BAY-61-3606,KARPAS-620,MM,0.89233655
BAY-61-3606,KCL-22,LCML,0.944730202
BAY-61-3606,KE-37,ALL,-0.120258355
BAY-61-3606,KELLY,NB,1.853489708
BAY-61-3606,KG-1,LAML,1.185797137
BAY-61-3606,KGN,UNCLASSIFIED,0.591839772
BAY-61-3606,KINGS-1,LGG,4.632390894
BAY-61-3606,KLE,UCEC,3.591593437
BAY-61-3606,KM-H2,UNCLASSIFIED,2.515655382
BAY-61-3606,KM12,COREAD,0.946200019
BAY-61-3606,KMH-2,THCA,-0.506129778
BAY-61-3606,KMOE-2,LAML,0.656969452
BAY-61-3606,KMRC-1,KIRC,3.593847013
BAY-61-3606,KMS-12-BM,MM,2.095697408
BAY-61-3606,KNS-42,LGG,2.375501885
BAY-61-3606,KNS-81-FD,LGG,3.501069432
BAY-61-3606,KON,HNSC,0.890429477
BAY-61-3606,KOPN-8,UNCLASSIFIED,0.177071705
BAY-61-3606,KOSC-2,HNSC,2.855081215
BAY-61-3606,KP-1N,PAAD,1.417477071
BAY-61-3606,KP-2,PAAD,1.558207404
BAY-61-3606,KP-3,UNCLASSIFIED,2.218208761
BAY-61-3606,KP-4,PAAD,2.982510165
BAY-61-3606,KP-N-YN,NB,2.792372592
BAY-61-3606,KP-N-YS,NB,1.893038271
BAY-61-3606,KS-1,GBM,1.093026595
BAY-61-3606,KU-19-19,BLCA,4.318702425
BAY-61-3606,KU812,LCML,0.959135023
BAY-61-3606,KURAMOCHI,UNCLASSIFIED,2.099221442
BAY-61-3606,KY821,LAML,3.523086387
BAY-61-3606,KYM-1,UNCLASSIFIED,0.244061334
BAY-61-3606,KYSE-140,ESCA,1.287797542
BAY-61-3606,KYSE-150,ESCA,1.68271116
BAY-61-3606,KYSE-180,ESCA,1.505093733
BAY-61-3606,KYSE-220,ESCA,2.752924048
BAY-61-3606,KYSE-270,ESCA,0.438407066
BAY-61-3606,KYSE-410,ESCA,1.782851366
BAY-61-3606,KYSE-450,ESCA,1.111714683
BAY-61-3606,KYSE-50,ESCA,1.305383962
BAY-61-3606,KYSE-510,ESCA,0.954828685
BAY-61-3606,KYSE-520,ESCA,4.132795097
BAY-61-3606,KYSE-70,ESCA,2.101652001
BAY-61-3606,L-1236,UNCLASSIFIED,3.508825173
BAY-61-3606,L-363,MM,1.082678585
BAY-61-3606,L-428,UNCLASSIFIED,1.751531681
BAY-61-3606,L-540,UNCLASSIFIED,2.470669568
BAY-61-3606,LAMA-84,LCML,2.543108083
BAY-61-3606,LAN-6,NB,2.260719583
BAY-61-3606,LB1047-RCC,KIRC,-0.233893218
BAY-61-3606,LB2241-RCC,KIRC,1.449898484
BAY-61-3606,LB2518-MEL,SKCM,2.936773186
BAY-61-3606,LB373-MEL-D,SKCM,2.790264128
BAY-61-3606,LB647-SCLC,SCLC,2.869338837
BAY-61-3606,LB771-HNC,HNSC,2.259399535
BAY-61-3606,LB831-BLC,BLCA,-0.181591683
BAY-61-3606,LB996-RCC,KIRC,0.546336454
BAY-61-3606,LC-1-sq,LUSC,3.934654993
BAY-61-3606,LC-2-ad,LUAD,0.555188259
BAY-61-3606,LC4-1,ALL,1.679536416
BAY-61-3606,LCLC-103H,UNCLASSIFIED,1.636058553
BAY-61-3606,LCLC-97TM1,UNCLASSIFIED,-0.566361658
BAY-61-3606,LK-2,LUSC,2.634904803
BAY-61-3606,LN-18,GBM,2.21361893
BAY-61-3606,LN-229,GBM,2.664535493
BAY-61-3606,LN-405,GBM,3.728004889
BAY-61-3606,LNCaP-Clone-FGC,PRAD,0.983036416
BAY-61-3606,LNZTA3WT4,GBM,2.973289775
BAY-61-3606,LOU-NH91,LUSC,2.765903079
BAY-61-3606,LOUCY,ALL,1.233174259
BAY-61-3606,LOXIMVI,SKCM,1.038621001
BAY-61-3606,LP-1,MM,1.368677525
BAY-61-3606,LS-1034,COREAD,2.320674071
BAY-61-3606,LS-123,COREAD,2.562217295
BAY-61-3606,LS-180,COREAD,1.314674074
BAY-61-3606,LS-411N,COREAD,0.947118061
BAY-61-3606,LS-513,COREAD,2.514019509
BAY-61-3606,LU-134-A,SCLC,1.75281525
BAY-61-3606,LU-135,SCLC,0.97749577
BAY-61-3606,LU-139,SCLC,3.714180731
BAY-61-3606,LU-165,SCLC,2.291649296
BAY-61-3606,LU-65,UNCLASSIFIED,0.79986742
BAY-61-3606,LU-99A,UNCLASSIFIED,1.727993612
BAY-61-3606,LXF-289,LUAD,2.128093015
BAY-61-3606,LoVo,COREAD,0.954742559
BAY-61-3606,M059J,GBM,1.269991711
BAY-61-3606,M14,SKCM,3.76513332
BAY-61-3606,MC-IXC,NB,2.443033838
BAY-61-3606,MC116,DLBC,0.937630314
BAY-61-3606,MCF7,BRCA,0.149543026
BAY-61-3606,MDA-MB-157,BRCA,4.766438165
BAY-61-3606,MDA-MB-175-VII,BRCA,2.877568967
BAY-61-3606,MDA-MB-231,BRCA,4.783853765
BAY-61-3606,MDA-MB-330,BRCA,4.614414084
BAY-61-3606,MDA-MB-361,BRCA,1.458304669
BAY-61-3606,MDA-MB-415,BRCA,4.732427528
BAY-61-3606,MDA-MB-436,BRCA,4.075387594
BAY-61-3606,MDA-MB-453,BRCA,4.723019127
BAY-61-3606,MDA-MB-468,BRCA,4.235971725
BAY-61-3606,MDST8,COREAD,3.197786686
BAY-61-3606,ME-1,LAML,4.932542809
BAY-61-3606,ME-180,CESC,3.940555703
BAY-61-3606,MEG-01,LCML,1.472992535
BAY-61-3606,MEL-HO,SKCM,1.217615739
BAY-61-3606,MEL-JUSO,SKCM,1.110191859
BAY-61-3606,MES-SA,UNCLASSIFIED,0.050303812
BAY-61-3606,MFE-280,UCEC,5.136693592
BAY-61-3606,MFE-296,UCEC,2.701042717
BAY-61-3606,MFE-319,UCEC,1.529086968
BAY-61-3606,MFH-ino,UNCLASSIFIED,2.605183846
BAY-61-3606,MFM-223,BRCA,5.026965377
BAY-61-3606,MG-63,UNCLASSIFIED,4.519059642
BAY-61-3606,MHH-ES-1,UNCLASSIFIED,1.714429299
BAY-61-3606,MHH-NB-11,NB,1.539038309
BAY-61-3606,MHH-PREB-1,UNCLASSIFIED,0.899120954
BAY-61-3606,MIA-PaCa-2,PAAD,1.931245143
BAY-61-3606,MKN1,UNCLASSIFIED,1.679263749
BAY-61-3606,MKN28,STAD,1.450737322
BAY-61-3606,MKN45,STAD,3.257098298
BAY-61-3606,MKN7,STAD,3.171726468
BAY-61-3606,ML-1,THCA,1.747683548
BAY-61-3606,ML-2,LAML,2.057747232
BAY-61-3606,MLMA,UNCLASSIFIED,0.201267234
BAY-61-3606,MMAc-SF,SKCM,2.763035737
BAY-61-3606,MN-60,UNCLASSIFIED,2.293156232
BAY-61-3606,MOG-G-CCM,LGG,2.595762364
BAY-61-3606,MOG-G-UVW,LGG,1.846204543
BAY-61-3606,MOLM-13,LAML,-2.26301042
BAY-61-3606,MOLP-8,MM,-0.124106801
BAY-61-3606,MOLT-16,ALL,-0.543553026
BAY-61-3606,MOLT-4,ALL,1.687156102
BAY-61-3606,MONO-MAC-6,LAML,0.089653104
BAY-61-3606,MPP-89,MESO,0.586370475
BAY-61-3606,MRK-nu-1,BRCA,1.170196098
BAY-61-3606,MS-1,SCLC,1.65519411
BAY-61-3606,MS751,CESC,2.252930605
BAY-61-3606,MSTO-211H,MESO,4.411294011
BAY-61-3606,MV-4-11,UNCLASSIFIED,-2.903586088
BAY-61-3606,MY-M12,ALL,1.472436658
BAY-61-3606,MZ1-PC,PAAD,1.286651147
BAY-61-3606,MZ2-MEL,SKCM,0.859674071
BAY-61-3606,MZ7-mel,SKCM,4.115580288
BAY-61-3606,Mewo,SKCM,4.264552944
BAY-61-3606,Mo-T,UNCLASSIFIED,1.965684816
BAY-61-3606,NALM-6,UNCLASSIFIED,-0.830600147
BAY-61-3606,NAMALWA,UNCLASSIFIED,1.793568519
BAY-61-3606,NB(TU)1-10,NB,0.367979033
BAY-61-3606,NB1,NB,0.63636423
BAY-61-3606,NB10,NB,1.601010307
BAY-61-3606,NB12,NB,3.913936783
BAY-61-3606,NB13,NB,1.176508503
BAY-61-3606,NB14,NB,0.336800403
BAY-61-3606,NB4,LAML,1.094415777
BAY-61-3606,NB5,NB,2.705935719
BAY-61-3606,NB6,NB,2.249695383
BAY-61-3606,NB69,NB,2.354293328
BAY-61-3606,NB7,NB,0.415995292
BAY-61-3606,NCCIT,Unknown,1.135611565
BAY-61-3606,NCI-H1048,SCLC,1.329797355
BAY-61-3606,NCI-H1092,SCLC,2.268260332
BAY-61-3606,NCI-H1155,UNCLASSIFIED,2.93627044
BAY-61-3606,NCI-H1299,UNCLASSIFIED,2.190902739
BAY-61-3606,NCI-H1304,Unknown,1.918449156
BAY-61-3606,NCI-H1355,LUAD,1.285649599
BAY-61-3606,NCI-H1435,LUAD,4.097106842
BAY-61-3606,NCI-H1436,SCLC,3.20471395
BAY-61-3606,NCI-H1437,LUAD,0.817504705
BAY-61-3606,NCI-H1563,LUAD,3.375955373
BAY-61-3606,NCI-H1568,LUAD,1.407023196
BAY-61-3606,NCI-H1573,LUAD,2.544519729
BAY-61-3606,NCI-H1581,UNCLASSIFIED,2.551567121
BAY-61-3606,NCI-H1623,LUAD,4.748872393
BAY-61-3606,NCI-H1648,LUAD,1.770478543
BAY-61-3606,NCI-H1650,LUAD,2.86563078
BAY-61-3606,NCI-H1651,LUAD,1.479348515
BAY-61-3606,NCI-H1666,LUAD,4.409241129
BAY-61-3606,NCI-H1688,SCLC,2.528822987
BAY-61-3606,NCI-H1693,LUAD,3.330933623
BAY-61-3606,NCI-H1694,SCLC,2.770565169
BAY-61-3606,NCI-H1703,UNCLASSIFIED,4.032752403
BAY-61-3606,NCI-H1734,LUAD,0.253766502
BAY-61-3606,NCI-H1755,LUAD,2.557245239
BAY-61-3606,NCI-H1770,UNCLASSIFIED,1.238553869
BAY-61-3606,NCI-H1781,LUAD,3.439158469
BAY-61-3606,NCI-H1792,LUAD,2.975778481
BAY-61-3606,NCI-H1793,LUAD,5.751625063
BAY-61-3606,NCI-H1836,SCLC,3.07465953
BAY-61-3606,NCI-H1838,LUAD,4.068758826
BAY-61-3606,NCI-H1869,LUSC,2.313974206
BAY-61-3606,NCI-H187,Unknown,4.260861575
BAY-61-3606,NCI-H1876,SCLC,2.791679356
BAY-61-3606,NCI-H1915,UNCLASSIFIED,1.565646614
BAY-61-3606,NCI-H1944,LUAD,0.440718989
BAY-61-3606,NCI-H196,SCLC,2.943390232
BAY-61-3606,NCI-H1963,SCLC,1.979415209
BAY-61-3606,NCI-H1975,LUAD,-0.063258793
BAY-61-3606,NCI-H1993,LUAD,3.871883383
BAY-61-3606,NCI-H2009,LUAD,1.690791952
BAY-61-3606,NCI-H2023,LUAD,4.997815662
BAY-61-3606,NCI-H2029,SCLC,3.439543875
BAY-61-3606,NCI-H2030,LUAD,1.042663416
BAY-61-3606,NCI-H2052,MESO,2.067356293
BAY-61-3606,NCI-H2081,SCLC,2.748275452
BAY-61-3606,NCI-H2085,LUAD,2.255856425
BAY-61-3606,NCI-H2087,LUAD,1.005888683
BAY-61-3606,NCI-H209,SCLC,2.06586141
BAY-61-3606,NCI-H211,SCLC,2.362854219
BAY-61-3606,NCI-H2110,UNCLASSIFIED,2.232257403
BAY-61-3606,NCI-H2122,LUAD,0.366304927
BAY-61-3606,NCI-H2135,UNCLASSIFIED,1.848961484
BAY-61-3606,NCI-H2141,SCLC,2.227706794
BAY-61-3606,NCI-H2170,LUSC,1.791294384
BAY-61-3606,NCI-H2171,SCLC,1.683346846
BAY-61-3606,NCI-H2172,UNCLASSIFIED,5.427914056
BAY-61-3606,NCI-H2196,SCLC,2.055122928
BAY-61-3606,NCI-H2227,SCLC,5.006194458
BAY-61-3606,NCI-H2228,LUAD,1.904810892
BAY-61-3606,NCI-H226,LUSC,1.430693562
BAY-61-3606,NCI-H2291,LUAD,5.73330813
BAY-61-3606,NCI-H23,LUAD,3.421889997
BAY-61-3606,NCI-H2342,LUAD,0.603931472
BAY-61-3606,NCI-H2347,LUAD,1.752973893
BAY-61-3606,NCI-H2369,MESO,-1.731034232
BAY-61-3606,NCI-H2373,MESO,2.49789635
BAY-61-3606,NCI-H2405,LUAD,2.072966396
BAY-61-3606,NCI-H2444,UNCLASSIFIED,5.103518552
BAY-61-3606,NCI-H2452,MESO,5.089721849
BAY-61-3606,NCI-H2461,MESO,4.522592048
BAY-61-3606,NCI-H2591,MESO,3.11407047
BAY-61-3606,NCI-H2595,MESO,2.994849899
BAY-61-3606,NCI-H2722,MESO,0.945138858
BAY-61-3606,NCI-H2731,MESO,4.915163399
BAY-61-3606,NCI-H2795,MESO,2.567209917
BAY-61-3606,NCI-H28,MESO,1.686533334
BAY-61-3606,NCI-H2803,MESO,1.6240367
BAY-61-3606,NCI-H2804,MESO,1.787557492
BAY-61-3606,NCI-H2818,MESO,4.346123985
BAY-61-3606,NCI-H2869,MESO,2.47382657
BAY-61-3606,NCI-H290,MESO,0.221568485
BAY-61-3606,NCI-H292,UNCLASSIFIED,2.714947394
BAY-61-3606,NCI-H3118,UNCLASSIFIED,1.702861003
BAY-61-3606,NCI-H3122,LUAD,0.725813697
BAY-61-3606,NCI-H322M,LUAD,5.756307317
BAY-61-3606,NCI-H345,SCLC,5.010593164
BAY-61-3606,NCI-H358,LUAD,-0.215302918
BAY-61-3606,NCI-H441,LUAD,1.973977543
BAY-61-3606,NCI-H446,SCLC,1.840192611
BAY-61-3606,NCI-H460,UNCLASSIFIED,0.683178702
BAY-61-3606,NCI-H510A,SCLC,2.824007999
BAY-61-3606,NCI-H513,MESO,5.338187527
